Coin,Date,Price,RSI,MACD,Signal,Trend,Golden Triangle,Volume
HEDERA-HASHGRAPH,2025-07-08 23:19:16,0.16032,54.20853178872406,-0.0005035330157037721,⏳ Sin señal clara,Bearish,No,0
