Coin,Date,Price,RSI,MACD,Signal,Trend,Golden Triangle,Volume
SOLANA,2025-07-08 23:19:05,151.78,51.69310912270927,-0.5170677024037786,⏳ Sin señal clara,Bearish,No,0
