Coin,Date,Price,RSI,MACD,Signal,Trend,Golden Triangle,Volume
AVALANCHE-2,2025-07-08 23:19:13,18.13,45.73336130401148,-0.45524506209254056,⏳ Sin señal clara,Bearish,No,0
