Coin,Date,Price,RSI,MACD,Signal,Trend,Golden Triangle,Volume
SHIBA-INU,2025-07-08 23:19:22,1.183e-05,50.02380485951512,-1.386400214736863e-07,⏳ Sin señal clara,Bearish,No,0
