Coin,Date,Price,RSI,MACD,Signal,Trend,Golden Triangle,Volume
UNISWAP,2025-07-08 23:26:55,7.585,52.76227483112594,-0.06185488188551158,⏳ Sin señal clara,Bearish,No,0
