Coin,Date,Price,RSI,MACD,Signal,Trend,Golden Triangle,Volume
HEDERA-HASHGRAPH,2025-07-08 23:26:57,0.16038,54.27501750065588,-0.0004987466909174565,⏳ Sin señal clara,Bearish,No,0
