Coin,Date,Price,RSI,MACD,Signal,Trend,Golden Triangle,Volume
ETHEREUM,2025-07-08 23:26:42,2595.83,54.21533808954174,-5.343837903151325,⏳ Sin señal clara,Bearish,No,0
