Coin,Date,Price,RSI,MACD,Signal,Trend,Golden Triangle,Volume
RIPPLE,2025-07-08 23:26:46,2.3045,59.51414421156576,0.019697144874025962,⏳ Sin señal clara,Bearish,No,0
