Coin,Date,Price,RSI,MACD,Signal,Trend,Golden Triangle,Volume
PEPE,2025-07-08 23:27:00,1.006e-05,47.05716619236754,-3.3497354926256226e-07,⏳ Sin señal clara,Bearish,No,0
PEPE,2025-07-28 21:37:50,1.194e-05,47.443730083431916,3.150815611220372e-07,Datos Insuficientes,Bullish,No,1524864021357.0
