Coin,Date,Price,RSI,MACD,Signal,Trend,Golden Triangle,Volume
AVALANCHE-2,2025-07-08 23:26:53,18.14,45.80769431646354,-0.45444734129482,⏳ Sin señal clara,Bearish,No,0
