Coin,Date,Price,RSI,MACD,Signal,Trend,Golden Triangle,Volume
SUI,2025-07-08 23:27:00,2.8956,48.65185114532908,-0.04845107145014582,⏳ Sin señal clara,Bearish,No,0
SUI,2025-07-28 21:37:26,3.9542,56.87510021450461,0.2222023354434013,Datos Insuficientes,Bullish,No,7007480.2
