Coin,Date,Price,RSI,MACD,Signal,Trend,Golden Triangle
TETHER,2025-07-06 23:36:55,1.0003,49.89160907162462,0.0004349878018898856,⏳ Sin señal clara,Bearish,No
ETHEREUM,2025-07-06 23:36:58,2583.16,56.13166386388934,17.022895493455053,⏳ Sin señal clara,Bearish,No
BITCOIN,2025-07-06 23:36:57,109555.05,58.908546063724586,1015.4777040002518,⏳ Sin señal clara,Bearish,No
